GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector,HFCs(1) (kt CO2 equivalent)
C.  Rice cultivation,,1.08002417484662,,,,Summary1.As2,HUNGARY,1995,Subsector,3.  Agriculture,
D.  Agricultural soils,,,8.12217586688707,,,Summary1.As2,HUNGARY,1995,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.01079233974762,0.00027980140086,,,Summary1.As2,HUNGARY,1995,Subsector,3.  Agriculture,
G. Liming,58.41935549999999,,,,,Summary1.As2,HUNGARY,1995,Subsector,3.  Agriculture,
H. Urea application,50.81941352084197,,,,,Summary1.As2,HUNGARY,1995,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,7.51872655465737,,,,,Summary1.As2,HUNGARY,1995,Subsector,3.  Agriculture,
A. Forest land (4),-6341.494470570292,0.39676603162045,0.05039035919603,,,Summary1.As2,HUNGARY,1995,Subsector,3.  Agriculture,
C. Grassland (4),-87.24953018230728,0.28081364769036,0.05040953873817,,,Summary1.As2,HUNGARY,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),105.81101582739704,,0.00047893371429,,,Summary1.As2,HUNGARY,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),87.7097015311002,,0.01346160872614,,,Summary1.As2,HUNGARY,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-148.37712937732203,,,,,Summary1.As2,HUNGARY,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,114.3648947558797,,,,Summary1.As2,HUNGARY,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.28,0.0168,,,Summary1.As2,HUNGARY,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),96.8785481457,0.01587170313504,0.0054963520132,,,Summary1.As2,HUNGARY,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,86.70401824685995,,,,Summary1.As2,HUNGARY,1996,Subsector,3.  Agriculture,
B.  Manure management,,30.29826763787337,1.74990809608529,,,Summary1.As2,HUNGARY,1996,Subsector,3.  Agriculture,
C.  Rice cultivation,,0.8407988201181,,,,Summary1.As2,HUNGARY,1996,Subsector,3.  Agriculture,
D.  Agricultural soils,,,8.2659950808911,,,Summary1.As2,HUNGARY,1996,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.00596344861528,0.00015460792706,,,Summary1.As2,HUNGARY,1996,Subsector,3.  Agriculture,
G. Liming,46.95439055999999,,,,,Summary1.As2,HUNGARY,1996,Subsector,3.  Agriculture,
H. Urea application,49.03423788237128,,,,,Summary1.As2,HUNGARY,1996,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,9.14055620248021,,,,,Summary1.As2,HUNGARY,1996,Subsector,3.  Agriculture,
A. Forest land (4),-2367.2446760679404,0.42924622810876,0.05218713602304,,,Summary1.As2,HUNGARY,1996,Subsector,3.  Agriculture,
C. Grassland (4),-99.50131553463392,0.28081364769036,0.04169238001985,,,Summary1.As2,HUNGARY,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),69.12925783592178,,0.00067232314286,,,Summary1.As2,HUNGARY,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),81.16449288284531,,0.01107153343496,,,Summary1.As2,HUNGARY,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-365.3556505265319,,,,,Summary1.As2,HUNGARY,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,116.25138465049912,,,,Summary1.As2,HUNGARY,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.362,0.02172,,,Summary1.As2,HUNGARY,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),96.8785481457,0.01587170313504,0.0054963520132,,,Summary1.As2,HUNGARY,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,84.65702469746104,,,,Summary1.As2,HUNGARY,1997,Subsector,3.  Agriculture,
B.  Manure management,,29.41713362116367,1.69963733823267,,,Summary1.As2,HUNGARY,1997,Subsector,3.  Agriculture,
C.  Rice cultivation,,0.59239325990337,,,,Summary1.As2,HUNGARY,1997,Subsector,3.  Agriculture,
D.  Agricultural soils,,,8.53197863167772,,,Summary1.As2,HUNGARY,1997,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.00621837934092,0.00016121724217,,,Summary1.As2,HUNGARY,1997,Subsector,3.  Agriculture,
G. Liming,37.9952419,,,,,Summary1.As2,HUNGARY,1997,Subsector,3.  Agriculture,
H. Urea application,50.76154578175922,,,,,Summary1.As2,HUNGARY,1997,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,6.55334819307294,,,,,Summary1.As2,HUNGARY,1997,Subsector,3.  Agriculture,
A. Forest land (4),-2760.536386950804,0.42408784385689,0.05190177859634,,,Summary1.As2,HUNGARY,1997,Subsector,3.  Agriculture,
C. Grassland (4),-113.3947081903934,0.28081364769036,0.04570028536487,,,Summary1.As2,HUNGARY,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),113.6997300789123,,0.00088126971429,,,Summary1.As2,HUNGARY,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),91.03856843659231,,0.01290512798193,,,Summary1.As2,HUNGARY,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-460.4573823698454,,,,,Summary1.As2,HUNGARY,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,118.59848671094517,,,,Summary1.As2,HUNGARY,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.336,0.02016,,,Summary1.As2,HUNGARY,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),96.8785481457,0.01587170313504,0.0054963520132,,,Summary1.As2,HUNGARY,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,83.51655557591478,,,,Summary1.As2,HUNGARY,1998,Subsector,3.  Agriculture,
B.  Manure management,,30.37856079870926,1.74097824995563,,,Summary1.As2,HUNGARY,1998,Subsector,3.  Agriculture,
C.  Rice cultivation,,0.61804383405598,,,,Summary1.As2,HUNGARY,1998,Subsector,3.  Agriculture,
D.  Agricultural soils,,,9.16888763386236,,,Summary1.As2,HUNGARY,1998,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.00650119311469,0.00016854945112,,,Summary1.As2,HUNGARY,1998,Subsector,3.  Agriculture,
G. Liming,33.84074276,,,,,Summary1.As2,HUNGARY,1998,Subsector,3.  Agriculture,
H. Urea application,55.90861688662338,,,,,Summary1.As2,HUNGARY,1998,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,6.25781046844236,,,,,Summary1.As2,HUNGARY,1998,Subsector,3.  Agriculture,
A. Forest land (4),-3761.792748270347,0.41325554831512,0.05130254522594,,,Summary1.As2,HUNGARY,1998,Subsector,3.  Agriculture,
C. Grassland (4),-135.4899384057122,0.40043550400511,0.04763910940199,,,Summary1.As2,HUNGARY,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),89.29975710574745,,0.00315020828571,,,Summary1.As2,HUNGARY,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),97.92095406022906,,0.01033328459536,,,Summary1.As2,HUNGARY,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-437.07543100031086,,,,,Summary1.As2,HUNGARY,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,121.33131289985332,,,,Summary1.As2,HUNGARY,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.302,0.01812,,,Summary1.As2,HUNGARY,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),96.8785481457,0.01587170313504,0.0054963520132,,,Summary1.As2,HUNGARY,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,84.42218456380236,,,,Summary1.As2,HUNGARY,1999,Subsector,3.  Agriculture,
B.  Manure management,,31.99005133970531,1.77091632926828,,,Summary1.As2,HUNGARY,1999,Subsector,3.  Agriculture,
C.  Rice cultivation,,0.60967364670092,,,,Summary1.As2,HUNGARY,1999,Subsector,3.  Agriculture,
D.  Agricultural soils,,,9.15192323879599,,,Summary1.As2,HUNGARY,1999,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.00638055382164,0.00016542176575,,,Summary1.As2,HUNGARY,1999,Subsector,3.  Agriculture,
G. Liming,24.38411316,,,,,Summary1.As2,HUNGARY,1999,Subsector,3.  Agriculture,
H. Urea application,60.15390568946795,,,,,Summary1.As2,HUNGARY,1999,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,10.13526528191739,,,,,Summary1.As2,HUNGARY,1999,Subsector,3.  Agriculture,
A. Forest land (4),-1541.5316256045205,0.31574788097188,0.04590850405376,,,Summary1.As2,HUNGARY,1999,Subsector,3.  Agriculture,
C. Grassland (4),-143.0783228853674,0.18272096258109,0.02408498950973,,,Summary1.As2,HUNGARY,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),108.70554015806408,,0.00374978057143,,,Summary1.As2,HUNGARY,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),104.2907806578686,,0.00989422916144,,,Summary1.As2,HUNGARY,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-406.434225807208,,,,,Summary1.As2,HUNGARY,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,124.17574352880926,,,,Summary1.As2,HUNGARY,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.392,0.02352,,,Summary1.As2,HUNGARY,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),96.8785481457,0.01587170313504,0.0054963520132,,,Summary1.As2,HUNGARY,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,83.37791057679448,,,,Summary1.As2,HUNGARY,2000,Subsector,3.  Agriculture,
B.  Manure management,,30.97551409787522,1.78909401509913,,,Summary1.As2,HUNGARY,2000,Subsector,3.  Agriculture,
C.  Rice cultivation,,0.86995947283896,,,,Summary1.As2,HUNGARY,2000,Subsector,3.  Agriculture,
D.  Agricultural soils,,,8.8460375554081,,,Summary1.As2,HUNGARY,2000,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.00899488747849,0.00023320078648,,,Summary1.As2,HUNGARY,2000,Subsector,3.  Agriculture,
G. Liming,24.4366276,,,,,Summary1.As2,HUNGARY,2000,Subsector,3.  Agriculture,
H. Urea application,64.64039291738048,,,,,Summary1.As2,HUNGARY,2000,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,15.12468847300988,,,,,Summary1.As2,HUNGARY,2000,Subsector,3.  Agriculture,
A. Forest land (4),-607.5473508392969,0.49733512708381,0.05595375596634,,,Summary1.As2,HUNGARY,2000,Subsector,3.  Agriculture,
C. Grassland (4),-169.35345304103942,0.44904933808632,0.04403686188058,,,Summary1.As2,HUNGARY,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),109.04114967537734,,0.00380915681143,,,Summary1.As2,HUNGARY,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),143.0391022707972,,0.00917649194662,,,Summary1.As2,HUNGARY,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-436.7451125721405,,,,,Summary1.As2,HUNGARY,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,127.15235478235596,,,,Summary1.As2,HUNGARY,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.3726992481203,0.02208,,,Summary1.As2,HUNGARY,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),96.8785481457,0.01587170313504,0.0054963520132,,,Summary1.As2,HUNGARY,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,80.07488290216773,,,,Summary1.As2,HUNGARY,2001,Subsector,3.  Agriculture,
B.  Manure management,,30.34403273872431,1.73513791467315,,,Summary1.As2,HUNGARY,2001,Subsector,3.  Agriculture,
C.  Rice cultivation,,0.63154413624156,,,,Summary1.As2,HUNGARY,2001,Subsector,3.  Agriculture,
D.  Agricultural soils,,,9.88951600540727,,,Summary1.As2,HUNGARY,2001,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.00654971608701,0.00016980745411,,,Summary1.As2,HUNGARY,2001,Subsector,3.  Agriculture,
G. Liming,23.15828115333333,,,,,Summary1.As2,HUNGARY,2001,Subsector,3.  Agriculture,
H. Urea application,68.89964361348696,,,,,Summary1.As2,HUNGARY,2001,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,16.12127647316945,,,,,Summary1.As2,HUNGARY,2001,Subsector,3.  Agriculture,
A. Forest land (4),-2301.1846190713563,0.42933677632986,0.05219214507357,,,Summary1.As2,HUNGARY,2001,Subsector,3.  Agriculture,
C. Grassland (4),-212.5485370793756,0.23049662710917,0.02849589256604,,,Summary1.As2,HUNGARY,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),114.2567635640486,,0.00380915681143,,,Summary1.As2,HUNGARY,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),143.37270725386526,,0.01181680174258,,,Summary1.As2,HUNGARY,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-398.3273004434448,,,,,Summary1.As2,HUNGARY,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,128.04449810795862,,,,Summary1.As2,HUNGARY,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.3411328320802,0.02028,,,Summary1.As2,HUNGARY,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),96.8785481457,0.01587170313504,0.0054963520132,,,Summary1.As2,HUNGARY,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,79.12897902678729,,,,Summary1.As2,HUNGARY,2002,Subsector,3.  Agriculture,
B.  Manure management,,31.63516572685386,1.74939395829116,,,Summary1.As2,HUNGARY,2002,Subsector,3.  Agriculture,
C.  Rice cultivation,,0.56782270992561,,,,Summary1.As2,HUNGARY,2002,Subsector,3.  Agriculture,
D.  Agricultural soils,,,9.92079690210825,,,Summary1.As2,HUNGARY,2002,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.00830526718219,0.00021532174176,,,Summary1.As2,HUNGARY,2002,Subsector,3.  Agriculture,
G. Liming,23.10492902666667,,,,,Summary1.As2,HUNGARY,2002,Subsector,3.  Agriculture,
H. Urea application,75.91488005413291,,,,,Summary1.As2,HUNGARY,2002,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,17.76271553225579,,,,,Summary1.As2,HUNGARY,2002,Subsector,3.  Agriculture,
A. Forest land (4),-1595.640883748834,0.42233633527288,0.05180488663212,,,Summary1.As2,HUNGARY,2002,Subsector,3.  Agriculture,
C. Grassland (4),-248.82961407802412,0.31934259974034,0.03107951140329,,,Summary1.As2,HUNGARY,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),111.0386285777224,,0.00410721158571,,,Summary1.As2,HUNGARY,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),159.47959064013182,,0.01115858747146,,,Summary1.As2,HUNGARY,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-304.047337675228,,,,,Summary1.As2,HUNGARY,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,132.12773907261206,,,,Summary1.As2,HUNGARY,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.5611328320802,0.03348,,,Summary1.As2,HUNGARY,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),96.8785481457,0.01587170313504,0.0054963520132,,,Summary1.As2,HUNGARY,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,78.28904434587034,,,,Summary1.As2,HUNGARY,2003,Subsector,3.  Agriculture,
B.  Manure management,,32.11492152944379,1.74960189001458,,,Summary1.As2,HUNGARY,2003,Subsector,3.  Agriculture,
C.  Rice cultivation,,0.69121547190184,,,,Summary1.As2,HUNGARY,2003,Subsector,3.  Agriculture,
D.  Agricultural soils,,,9.31971059992461,,,Summary1.As2,HUNGARY,2003,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.00952177154768,0.00024686074383,,,Summary1.As2,HUNGARY,2003,Subsector,3.  Agriculture,
G. Liming,30.11727253333333,,,,,Summary1.As2,HUNGARY,2003,Subsector,3.  Agriculture,
H. Urea application,79.99339001895794,,,,,Summary1.As2,HUNGARY,2003,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,17.04879817883833,,,,,Summary1.As2,HUNGARY,2003,Subsector,3.  Agriculture,
A. Forest land (4),-4013.95235518142,0.39808629268013,0.05046339491422,,,Summary1.As2,HUNGARY,2003,Subsector,3.  Agriculture,
C. Grassland (4),-277.2620348483265,0.28560627522709,0.0279887944108,,,Summary1.As2,HUNGARY,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),80.8654577473398,,0.00410721158571,,,Summary1.As2,HUNGARY,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),172.56893235807155,,0.0123483005497,,,Summary1.As2,HUNGARY,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-190.23550689586204,,,,,Summary1.As2,HUNGARY,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,135.54386052376773,,,,Summary1.As2,HUNGARY,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.79655889724311,0.04488,,,Summary1.As2,HUNGARY,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),96.8785481457,0.01587170313504,0.0054963520132,,,Summary1.As2,HUNGARY,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,76.0614634964999,,,,Summary1.As2,HUNGARY,2004,Subsector,3.  Agriculture,
B.  Manure management,,29.48141701331322,1.68058149780936,,,Summary1.As2,HUNGARY,2004,Subsector,3.  Agriculture,
C.  Rice cultivation,,0.7597970070046,,,,Summary1.As2,HUNGARY,2004,Subsector,3.  Agriculture,
D.  Agricultural soils,,,10.61531128623415,,,Summary1.As2,HUNGARY,2004,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.00816723077365,0.00021174302006,,,Summary1.As2,HUNGARY,2004,Subsector,3.  Agriculture,
G. Liming,34.32789066666667,,,,,Summary1.As2,HUNGARY,2004,Subsector,3.  Agriculture,
H. Urea application,90.71631728141412,,,,,Summary1.As2,HUNGARY,2004,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,26.38049003882442,,,,,Summary1.As2,HUNGARY,2004,Subsector,3.  Agriculture,
A. Forest land (4),-3059.5778266962566,0.28654975398196,0.04429328851815,,,Summary1.As2,HUNGARY,2004,Subsector,3.  Agriculture,
C. Grassland (4),-287.6784363255391,0.19508396348967,0.01805170994771,,,Summary1.As2,HUNGARY,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),88.84964298242816,,0.00410721158571,,,Summary1.As2,HUNGARY,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),193.47141762223976,,0.01294652151034,,,Summary1.As2,HUNGARY,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-182.82708718159208,,,,,Summary1.As2,HUNGARY,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,136.59463742744745,,,,Summary1.As2,HUNGARY,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.47935292864536,0.02373298023,,,Summary1.As2,HUNGARY,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),96.8785481457,0.01587170313504,0.0054963520132,,,Summary1.As2,HUNGARY,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,75.37175622137445,,,,Summary1.As2,HUNGARY,2005,Subsector,3.  Agriculture,
B.  Manure management,,28.09096817738512,1.60516057505928,,,Summary1.As2,HUNGARY,2005,Subsector,3.  Agriculture,
C.  Rice cultivation,,0.71956610649156,,,,Summary1.As2,HUNGARY,2005,Subsector,3.  Agriculture,
D.  Agricultural soils,,,9.79939497516956,,,Summary1.As2,HUNGARY,2005,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.00802965397579,0.00020817621419,,,Summary1.As2,HUNGARY,2005,Subsector,3.  Agriculture,
G. Liming,33.147796,,,,,Summary1.As2,HUNGARY,2005,Subsector,3.  Agriculture,
H. Urea application,87.44394392192484,,,,,Summary1.As2,HUNGARY,2005,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,21.6701021691363,,,,,Summary1.As2,HUNGARY,2005,Subsector,3.  Agriculture,
A. Forest land (4),-5319.956966291316,0.66172083145496,0.06504743322942,,,Summary1.As2,HUNGARY,2005,Subsector,3.  Agriculture,
C. Grassland (4),-304.6922263873454,0.24390733995916,0.02428630028606,,,Summary1.As2,HUNGARY,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),95.71843754842985,,0.00420465587143,,,Summary1.As2,HUNGARY,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),153.97217321696803,,0.01417239313969,,,Summary1.As2,HUNGARY,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-398.713429942863,,,,,Summary1.As2,HUNGARY,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,138.06467662445155,,,,Summary1.As2,HUNGARY,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.77011410904511,0.04141361346,,,Summary1.As2,HUNGARY,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),98.34963328166668,0.01603408462864,0.0055538300012,,,Summary1.As2,HUNGARY,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,72.53638056271195,,,,Summary1.As2,HUNGARY,2006,Subsector,3.  Agriculture,
B.  Manure management,,27.48255619436048,1.56318550590265,,,Summary1.As2,HUNGARY,2006,Subsector,3.  Agriculture,
C.  Rice cultivation,,0.65125457743251,,,,Summary1.As2,HUNGARY,2006,Subsector,3.  Agriculture,
D.  Agricultural soils,,,10.00186378428791,,,Summary1.As2,HUNGARY,2006,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.00663095653093,0.00017191368784,,,Summary1.As2,HUNGARY,2006,Subsector,3.  Agriculture,
G. Liming,28.44062466666667,,,,,Summary1.As2,HUNGARY,2006,Subsector,3.  Agriculture,
H. Urea application,91.05002890198,,,,,Summary1.As2,HUNGARY,2006,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,24.08715202646304,,,,,Summary1.As2,HUNGARY,2006,Subsector,3.  Agriculture,
A. Forest land (4),-3052.37075260674,0.27872816423503,0.04386060483002,,,Summary1.As2,HUNGARY,2006,Subsector,3.  Agriculture,
C. Grassland (4),-312.9010221325687,0.24390733995916,0.02428445075119,,,Summary1.As2,HUNGARY,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),95.67137957040602,,0.00420465587143,,,Summary1.As2,HUNGARY,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),174.88773404838653,,0.01500434524469,,,Summary1.As2,HUNGARY,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-701.1557208684285,,,,,Summary1.As2,HUNGARY,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,137.46666519567475,,,,Summary1.As2,HUNGARY,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.76252558408647,0.03968950497,,,Summary1.As2,HUNGARY,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),94.30172727894168,0.01474982028206,0.0051458803001,,,Summary1.As2,HUNGARY,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,72.75779736659172,,,,Summary1.As2,HUNGARY,2007,Subsector,3.  Agriculture,
B.  Manure management,,27.85945672890206,1.555435459451,,,Summary1.As2,HUNGARY,2007,Subsector,3.  Agriculture,
C.  Rice cultivation,,0.7066058163934,,,,Summary1.As2,HUNGARY,2007,Subsector,3.  Agriculture,
D.  Agricultural soils,,,9.84468684926717,,,Summary1.As2,HUNGARY,2007,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.00844188220213,0.00021886361265,,,Summary1.As2,HUNGARY,2007,Subsector,3.  Agriculture,
G. Liming,23.52005148902933,,,,,Summary1.As2,HUNGARY,2007,Subsector,3.  Agriculture,
H. Urea application,94.65611388203511,,,,,Summary1.As2,HUNGARY,2007,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,30.93468678456667,,,,,Summary1.As2,HUNGARY,2007,Subsector,3.  Agriculture,
A. Forest land (4),-3229.4423583683983,0.57723007861261,0.06037347668921,,,Summary1.As2,HUNGARY,2007,Subsector,3.  Agriculture,
C. Grassland (4),-314.66534076928696,0.19121530272973,0.01946646104198,,,Summary1.As2,HUNGARY,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),70.28819297384985,,0.0042570693,,,Summary1.As2,HUNGARY,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),126.48111040482848,,0.01572359854957,,,Summary1.As2,HUNGARY,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-756.6781609753309,,,,,Summary1.As2,HUNGARY,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,137.91645920885108,,,,Summary1.As2,HUNGARY,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.96321309101253,0.04604466516,,,Summary1.As2,HUNGARY,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),114.25441753433331,0.01992007585448,0.0068573430292,,,Summary1.As2,HUNGARY,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,71.62177489031512,,,,Summary1.As2,HUNGARY,2008,Subsector,3.  Agriculture,
B.  Manure management,,26.39251586492127,1.50703933334912,,,Summary1.As2,HUNGARY,2008,Subsector,3.  Agriculture,
C.  Rice cultivation,,0.68419531476534,,,,Summary1.As2,HUNGARY,2008,Subsector,3.  Agriculture,
