Country,Year,Disaster Type,Total Deaths,Total Affected,Total Damage ('000 US$)
Cuba,2020,Storm,0,4333,0
Cuba,2021,Storm,0,0,100000
Cuba,2022,Flood,3,2300,25000
Cuba,2022,Storm,6,3206780,25000
Cuba,2023,Flood,6,18500,0
Cuba,2023,Storm,0,0,0
Cuba,2024,Storm,10,4590000,1130000
Czechia,1996,Flood,1,60,36000
Czechia,1997,Flood,49,102107,1850000
Czechia,1998,Flood,6,5380,52000
Czechia,2000,Flood,0,0,80000
Czechia,2002,Flood,18,200000,2400000
Czechia,2002,Storm,2,0,20000
Czechia,2003,Extreme temperature,418,0,0
Czechia,2005,Extreme temperature,15,0,0
Czechia,2005,Flood,1,0,0
Czechia,2005,Storm,0,3,0
Czechia,2006,Flood,6,4315,0
Czechia,2007,Storm,4,0,150000
Czechia,2008,Storm,2,0,50000
Czechia,2009,Flood,13,14450,150000
Czechia,2009,Storm,2,12,0
Czechia,2010,Extreme temperature,12,0,0
Czechia,2010,Flood,11,1400,347560
Czechia,2012,Extreme temperature,32,0,0
Czechia,2013,Flood,15,1300000,828552
Czechia,2017,Storm,0,600,2900
Czechia,2018,Extreme temperature,3,0,0
Czechia,2020,Storm,1,5,0
Czechia,2021,Flood,0,0,0
Czechia,2021,Storm,6,3815,701000
Czechia,2022,Extreme temperature,279,0,0
Czechia,2022,Storm,1,3,0
Czechia,2023,Extreme temperature,361,0,0
Czechia,2023,Flood,0,0,0
Czechia,2024,Storm,13,250000,3000000
Denmark,1990,Storm,1,0,190000
Denmark,1992,Drought,0,0,751700
Denmark,1999,Storm,7,0,2604939
Denmark,2002,Storm,1,0,0
Denmark,2005,Storm,4,0,1300000
Denmark,2007,Storm,0,0,100000
Denmark,2010,Storm,0,0,0
Denmark,2013,Storm,2,0,0
Denmark,2022,Extreme temperature,252,0,0
Denmark,2022,Storm,1,3,0
Denmark,2023,Extreme temperature,189,0,0
Dominica,1995,Storm,2,5001,195000
Dominica,1999,Storm,0,715,0
Dominica,2007,Storm,2,7530,20000
Dominica,2011,Storm,0,240,0
Dominica,2015,Storm,30,28594,482810
Dominica,2017,Storm,64,71393,1456000
Dominican Republic,1991,Flood,10,0,0
Dominican Republic,1993,Flood,30,20000,0
Dominican Republic,1995,Storm,11,2830,0
Dominican Republic,1996,Flood,3,1000,0
Dominican Republic,1996,Storm,24,25000,0
Dominican Republic,1998,Storm,347,975595,1981500
Dominican Republic,2001,Storm,3,175,10
Dominican Republic,2002,Flood,3,1750,500
Dominican Republic,2003,Flood,10,65463,44720
Dominican Republic,2003,Storm,8,10000,0
Dominican Republic,2004,Flood,688,10002,0
Dominican Republic,2004,Storm,15,14259,297000
Dominican Republic,2005,Flood,3,1450,0
Dominican Republic,2005,Storm,9,1000,0
Dominican Republic,2005,Wildfire,0,0,0
Dominican Republic,2007,Flood,12,19830,0
Dominican Republic,2007,Storm,163,142933,162700
Dominican Republic,2008,Storm,13,17002,0
Dominican Republic,2009,Flood,7,14565,52403
Dominican Republic,2010,Flood,7,35200,0
Dominican Republic,2010,Storm,0,12000,0
Dominican Republic,2011,Flood,4,11200,0
Dominican Republic,2011,Storm,7,44000,30000
Dominican Republic,2012,Flood,0,14570,0
Dominican Republic,2012,Storm,8,42515,30000
Dominican Republic,2013,Flood,0,0,102
Dominican Republic,2014,Flood,1,300,0
Dominican Republic,2015,Flood,2,21200,0
Dominican Republic,2015,Storm,0,2133,0
Dominican Republic,2016,Flood,15,2795400,0
Dominican Republic,2016,Storm,6,48,0
Dominican Republic,2017,Storm,5,42587,63000
Dominican Republic,2018,Flood,0,7390,0
Dominican Republic,2018,Storm,0,8000,0
Dominican Republic,2020,Storm,6,15595,165000
Dominican Republic,2021,Storm,2,4178,0
Dominican Republic,2022,Flood,0,467,0
Dominican Republic,2022,Storm,2,1434802,0
Dominican Republic,2023,Flood,35,311319,17500
Dominican Republic,2023,Storm,3,289083,0
Dominican Republic,2024,Flood,0,15000,0
Dominican Republic,2024,Storm,2,0,0
Ecuador,1992,Flood,22,205000,20000
Ecuador,1994,Wildfire,0,0,0
Ecuador,1997,Drought,0,34000,0
Ecuador,1997,Flood,245,49007,271000
Ecuador,2000,Flood,34,32,0
Ecuador,2001,Flood,58,9530,0
Ecuador,2002,Flood,31,54633,16000
Ecuador,2003,Flood,0,7905,0
Ecuador,2006,Flood,16,57670,2800
Ecuador,2008,Flood,41,289122,1000000
Ecuador,2009,Drought,0,107500,1700
Ecuador,2009,Flood,3,11807,0
Ecuador,2010,Flood,14,6940,0
Ecuador,2011,Flood,0,3600,0
Ecuador,2012,Flood,29,71860,0
Ecuador,2012,Wildfire,5,1945,0
Ecuador,2013,Drought,0,3165,0
Ecuador,2013,Flood,0,25567,0
Ecuador,2015,Flood,12,1185,0
Ecuador,2016,Flood,9,33955,10000
Ecuador,2019,Flood,14,3000,0
Ecuador,2020,Flood,0,290,0
Ecuador,2021,Flood,6,18464,0
Ecuador,2022,Flood,76,35379,53000
Ecuador,2023,Flood,30,80950,205000
Ecuador,2024,Flood,6,117498,100000
Ecuador,2025,Storm,97,346961,0
El Salvador,1992,Flood,2,8000,0
El Salvador,1994,Drought,0,0,1000
El Salvador,1995,Flood,8,1500,0
El Salvador,1996,Storm,12,0,10
El Salvador,1997,Storm,4,2000,0
El Salvador,1998,Drought,0,0,170000
El Salvador,1998,Storm,475,84000,388100
El Salvador,1999,Flood,7,5450,1500
El Salvador,2000,Flood,2,400,0
El Salvador,2000,Storm,1,100,0
El Salvador,2001,Drought,0,400000,22400
El Salvador,2001,Flood,0,1000,0
El Salvador,2002,Flood,1,100,0
El Salvador,2002,Storm,0,500,0
El Salvador,2005,Flood,48,2332,0
El Salvador,2005,Storm,69,72141,355700
El Salvador,2006,Extreme temperature,1,0,0
El Salvador,2007,Flood,2,500,0
El Salvador,2007,Storm,0,2800,0
El Salvador,2008,Flood,30,3000,0
El Salvador,2009,Drought,0,0,27000
El Salvador,2009,Storm,275,90000,939000
El Salvador,2010,Storm,18,11753,20000
El Salvador,2011,Flood,35,300000,1000000
El Salvador,2015,Drought,0,700000,100000
El Salvador,2015,Flood,1,0,0
El Salvador,2015,Storm,12,20000,0
El Salvador,2017,Storm,10,584,0
El Salvador,2018,Drought,0,386610,37000
El Salvador,2018,Flood,4,7099,0
El Salvador,2020,Storm,33,149840,220000
El Salvador,2021,Flood,5,300,0
El Salvador,2022,Storm,11,9373,17000
El Salvador,2023,Storm,3,500,0
El Salvador,2024,Storm,19,9050,0
Estonia,2005,Storm,0,100,130000
Estonia,2006,Extreme temperature,3,0,0
Estonia,2012,Extreme temperature,1,0,0
Estonia,2018,Extreme temperature,7,0,0
Estonia,2022,Extreme temperature,167,0,0
Estonia,2023,Extreme temperature,103,0,0
Finland,1990,Storm,0,0,10000
Finland,2005,Flood,0,400,0
Finland,2022,Extreme temperature,225,0,0
Finland,2023,Extreme temperature,138,0,0
France,1990,Extreme temperature,5,0,0
France,1990,Storm,43,0,1910000
France,1991,Extreme temperature,20,0,772000
France,1992,Flood,6,5000,0
France,1992,Storm,48,2000,400000
France,1993,Flood,4,8000,600000
France,1993,Storm,12,1720,550000
France,1994,Flood,13,1210,100000
France,1995,Storm,16,5000,700000
France,1996,Flood,4,1380,6000
France,1996,Storm,1,0,10
France,1997,Drought,0,0,10000
France,1997,Extreme temperature,23,10000,0
France,1997,Wildfire,0,1259,0
France,1998,Storm,6,690,150000
France,1999,Flood,36,4105,500000
France,1999,Storm,99,3500031,12000000
France,1999,Wildfire,0,6,0
France,2000,Flood,5,1712,0
France,2000,Storm,6,207,0
France,2001,Flood,3,16882,132350
France,2001,Storm,14,420,0
France,2002,Flood,23,3480,1190000
France,2002,Storm,5,253,1000
France,2003,Extreme temperature,19490,0,4400000
France,2003,Flood,10,27000,1500000
France,2003,Storm,6,70,50
France,2003,Wildfire,5,3004,0
France,2004,Storm,11,0,0
France,2005,Extreme temperature,8,0,0
France,2005,Flood,3,4000,0
France,2005,Wildfire,2,0,10000
France,2006,Extreme temperature,1388,0,0
France,2006,Storm,5,602,0
France,2007,Storm,5,900,250000
France,2008,Storm,3,2706,80000
France,2009,Extreme temperature,7,200,0
France,2009,Storm,11,0,3200000
France,2009,Wildfire,0,0,0
France,2010,Extreme temperature,3,0,0
France,2010,Flood,25,0,1500000
France,2010,Storm,53,500079,4230000
France,2011,Flood,6,2300,0
France,2011,Storm,0,0,0
France,2012,Extreme temperature,12,0,0
France,2013,Flood,2,2000,655000
France,2013,Storm,2,0,0
France,2014,Flood,14,4000,303000
France,2014,Storm,8,0,182000
France,2015,Extreme temperature,3275,0,0
France,2015,Flood,20,0,924000
France,2015,Storm,3,750,0
France,2016,Flood,5,24,2400000
France,2017,Flood,1,160,0
France,2017,Storm,2,11,550000
France,2017,Wildfire,0,12012,0
France,2018,Extreme temperature,3,0,0
France,2018,Flood,14,4226,712000
France,2018,Storm,6,30,200000
France,2019,Extreme temperature,1435,0,0
France,2019,Flood,8,1102,0
France,2019,Storm,8,1386,415000
France,2020,Extreme temperature,1924,0,0
France,2020,Flood,2,906,53000
France,2020,Storm,18,14761,967000
France,2021,Extreme temperature,0,0,5600000
France,2021,Flood,2,2147,33000
France,2021,Storm,0,255,0
France,2022,Drought,0,0,0
France,2022,Extreme temperature,4807,0,0
France,2022,Storm,6,60378,0
France,2023,Extreme temperature,2734,0,0
France,2023,Flood,1,9550,1650000
France,2023,Storm,2,517066,40000
France,2023,Wildfire,0,141,0
France,2024,Flood,1,3235,0
France,2024,Storm,8,27,0
France,2025,Storm,0,1902,0
French Guiana,1996,Flood,0,70000,0
French Guiana,2020,Flood,0,139,0
Germany,1990,Storm,64,0,4440000
Germany,1991,Storm,0,0,5000
Germany,1992,Flood,0,0,30100
Germany,1993,Flood,5,100000,600000
Germany,1993,Storm,6,0,410000
Germany,1994,Flood,2,0,393500
Germany,1994,Storm,11,0,1045200
Germany,1995,Storm,5,30000,529600
Germany,1996,Storm,0,0,500
Germany,1997,Extreme temperature,30,0,0
Germany,1997,Flood,1,6500,360000
Germany,1998,Storm,3,15,150000
Germany,1999,Flood,7,100000,430000
Germany,1999,Storm,18,0,1750000
Germany,2001,Storm,6,0,300000
Germany,2002,Flood,27,330108,11600000
Germany,2002,Storm,22,19,2050000
Germany,2003,Extreme temperature,9355,0,1650000
Germany,2003,Storm,15,0,300000
Germany,2004,Storm,2,0,130000
Germany,2005,Extreme temperature,1,165,300000
Germany,2005,Flood,1,450,220000
Germany,2005,Storm,2,2,270000
Germany,2006,Extreme temperature,12,0,0
Germany,2006,Flood,0,1000,0
Germany,2006,Storm,11,300,0
Germany,2007,Flood,1,0,0
Germany,2007,Storm,18,130,5500000
Germany,2008,Storm,8,0,2700000
Germany,2009,Extreme temperature,15,0,0
Germany,2009,Flood,0,0,20000
Germany,2009,Storm,1,0,50000
Germany,2010,Extreme temperature,1,0,0
Germany,2010,Flood,3,0,0
Germany,2010,Storm,4,0,1000000
Germany,2012,Extreme temperature,6,0,0
Germany,2013,Flood,4,6350,12900000
Germany,2013,Storm,7,2,4800000
Germany,2014,Storm,8,1,400000
Germany,2016,Flood,7,0,2000000
Germany,2017,Flood,0,600,0
Germany,2017,Storm,5,24,899000
Germany,2018,Extreme temperature,0,0,0
Germany,2018,Storm,5,12,588475
Germany,2019,Extreme temperature,4,0,0
Germany,2019,Storm,1,0,0
Germany,2020,Storm,0,33,0
Germany,2021,Flood,226,1000,40000000
Germany,2021,Storm,1,604,0
Germany,2022,Extreme temperature,8173,0,0
Germany,2022,Storm,7,2,1023156
Germany,2023,Extreme temperature,6376,0,0
Germany,2023,Storm,4,0,0
Germany,2024,Flood,12,3407,4500000
Germany Federal Republic,1991,Flood,5,0,56000
Greece,1990,Drought,0,0,1000000
Greece,1990,Storm,3,0,0
Greece,1991,Extreme temperature,5,0,0
Greece,1994,Flood,14,1000,437700
Greece,1995,Wildfire,0,2014,0
Greece,1997,Flood,9,0,160000
Greece,1998,Flood,3,900,0
Greece,1998,Wildfire,14,300,675000
Greece,2000,Extreme temperature,27,176,3000
Greece,2000,Flood,1,6600,0
Greece,2000,Wildfire,9,109,0
Greece,2001,Flood,11,1050,0
Greece,2002,Flood,0,390,0
Greece,2002,Storm,2,12,0
Greece,2003,Flood,0,450,600000
Greece,2004,Storm,0,0,340000
Greece,2006,Flood,1,3090,5659
Greece,2006,Storm,3,600,0
Greece,2007,Extreme temperature,16,0,0
Greece,2007,Flood,2,600,0
Greece,2007,Wildfire,65,5392,1750000
Greece,2009,Wildfire,0,1040,0
Greece,2010,Flood,1,150,0
Greece,2012,Extreme temperature,5,0,0
Greece,2012,Flood,1,200,0
Greece,2014,Flood,0,0,0
Greece,2015,Flood,3,500,0
Greece,2016,Flood,4,200,56000
Greece,2017,Extreme temperature,0,0,0
Greece,2017,Flood,23,6024,0
Greece,2018,Wildfire,100,4718,0
Greece,2019,Storm,7,123,0
Greece,2020,Flood,8,1170,30000
Greece,2021,Wildfire,2,7500,580000
Greece,2022,Extreme temperature,3092,0,0
Greece,2022,Wildfire,0,55000,0
Greece,2023,Extreme temperature,4339,0,0
Greece,2023,Flood,17,5260,0
Greece,2023,Storm,0,250,0
Greece,2023,Wildfire,23,19011,200000
Greece,2024,Flood,0,0,0
Greece,2024,Wildfire,1,900,60000
Grenada,1990,Storm,0,1000,0
Grenada,1999,Storm,0,210,5500
Grenada,2002,Storm,0,75,0
Grenada,2004,Storm,39,60000,889000
Grenada,2010,Drought,0,0,0
Grenada,2024,Drought,0,100000,0
Grenada,2024,Storm,8,7008,430000
Guadeloupe,1990,Storm,0,0,0
Guadeloupe,1995,Storm,0,0,50000
Guadeloupe,1998,Storm,0,0,5000
Guadeloupe,1999,Storm,4,899,0
Guadeloupe,2007,Storm,0,0,300000
Guadeloupe,2017,Storm,4,80002,120000
Guadeloupe,2022,Storm,1,0,0
Guatemala,1994,Drought,0,0,10000
Guatemala,1994,Flood,10,600,0
Guatemala,1995,Flood,31,7435,0
Guatemala,1996,Storm,0,0,500
Guatemala,1998,Storm,384,105700,748000
Guatemala,1999,Flood,12,6023,1000
Guatemala,2000,Flood,36,2986,0
Guatemala,2001,Drought,41,113596,14000
Guatemala,2001,Extreme temperature,0,1850,0
Guatemala,2001,Storm,8,6446,100
Guatemala,2002,Flood,0,98740,0
Guatemala,2002,Storm,2,1500,100
Guatemala,2003,Wildfire,0,0,0
Guatemala,2005,Flood,0,0,0
Guatemala,2005,Storm,1513,475314,988300
Guatemala,2006,Extreme temperature,6,0,0
Guatemala,2007,Flood,11,2096,0
Guatemala,2007,Storm,0,3905,0
Guatemala,2008,Flood,30,197300,0
Guatemala,2008,Storm,17,0,0
Guatemala,2009,Drought,0,2500000,0
Guatemala,2009,Flood,0,10800,0
Guatemala,2010,Flood,0,3270,0
Guatemala,2010,Storm,174,400142,650000
Guatemala,2011,Extreme temperature,0,2643,0
Guatemala,2011,Flood,59,534828,61913
Guatemala,2011,Storm,5,0,0
Guatemala,2012,Drought,0,266485,0
Guatemala,2014,Drought,0,1300000,58000
Guatemala,2014,Extreme temperature,0,8141,0
Guatemala,2014,Flood,6,87500,0
Guatemala,2014,Storm,5,100000,0
Guatemala,2015,Flood,8,65136,0
Guatemala,2016,Storm,0,55,0
Guatemala,2017,Flood,1,42559,0
Guatemala,2017,Storm,8,3175,0
Guatemala,2018,Drought,0,1500000,44669
Guatemala,2018,Flood,2,76945,0
Guatemala,2019,Storm,4,78453,0
Guatemala,2020,Flood,3,20070,0
Guatemala,2020,Storm,164,2854072,386000
Guatemala,2021,Flood,2,24616,0
Guatemala,2022,Flood,48,2890023,204000
Guatemala,2022,Storm,4,457311,0
Guatemala,2023,Flood,78,4400005,0
Guatemala,2024,Flood,18,606115,0
Guatemala,2024,Storm,10,64640,0
Guatemala,2024,Wildfire,0,200,0
Guyana,1996,Flood,0,38000,0
Guyana,1997,Drought,0,607200,29000
Guyana,2005,Flood,34,274774,465100
Guyana,2006,Flood,0,35000,169000
Guyana,2008,Flood,0,100000,0
Guyana,2010,Drought,0,0,14700
Guyana,2015,Flood,0,199000,0
Guyana,2017,Flood,0,3274,0
Guyana,2021,Flood,0,34500,0
Guyana,2022,Flood,0,500,0
Haiti,1990,Storm,0,0,0
Haiti,1992,Drought,0,1000000,0
Haiti,1993,Drought,0,0,0
Haiti,1993,Flood,13,5000,0
Haiti,1994,Storm,1122,1587000,50000
Haiti,1996,Flood,18,40,0
Haiti,1996,Storm,66,115,100
Haiti,1998,Storm,190,12029,180000
Haiti,1999,Flood,13,50,0
Haiti,2000,Flood,12,1200,0
Haiti,2001,Flood,26,5081,0
Haiti,2001,Storm,0,0,20
Haiti,2002,Flood,31,38339,1000
Haiti,2002,Storm,4,250,0
Haiti,2003,Drought,0,35000,0
Haiti,2003,Flood,62,162390,0
Haiti,2003,Storm,26,155,0
Haiti,2004,Flood,2665,31283,0
Haiti,2004,Storm,2757,322094,51000
Haiti,2005,Flood,17,14083,0
Haiti,2005,Storm,71,27978,50500
Haiti,2006,Flood,11,24700,0
Haiti,2006,Storm,5,15000,0
Haiti,2007,Flood,61,104961,0
Haiti,2007,Storm,102,115081,0
Haiti,2008,Storm,698,246276,0
Haiti,2009,Flood,21,12706,0
Haiti,2010,Flood,44,22087,0
Haiti,2010,Storm,27,78142,0
Haiti,2011,Flood,36,4438,0
Haiti,2011,Storm,3,3044,0
Haiti,2012,Flood,42,26465,0
Haiti,2012,Storm,88,209857,254000
Haiti,2013,Flood,6,33265,0
Haiti,2014,Drought,0,1000000,2000
Haiti,2014,Flood,12,30000,0
Haiti,2015,Flood,6,45000,0
Haiti,2015,Storm,5,1969,0
Haiti,2016,Drought,0,3600000,84000
Haiti,2016,Flood,53,94505,2000
Haiti,2016,Storm,546,2100439,2000000
Haiti,2017,Flood,31,50342,0
Haiti,2017,Storm,4,40092,0
Haiti,2019,Flood,14,4433,0
Haiti,2020,Storm,39,44175,0
Haiti,2021,Flood,7,13380,0
Haiti,2021,Storm,0,3,0
Haiti,2022,Flood,7,13000,0
Haiti,2023,Flood,80,225143,420000
Haiti,2024,Flood,30,173830,0
Haiti,2024,Storm,1,0,0
Honduras,1990,Flood,5,48000,100000
Honduras,1993,Flood,413,82447,114300
Honduras,1994,Drought,0,0,10000
Honduras,1994,Flood,151,15500,0
Honduras,1995,Flood,14,25000,4000
Honduras,1995,Storm,18,22,0
Honduras,1996,Flood,7,75000,31000
Honduras,1996,Storm,1,0,1500
Honduras,1997,Drought,0,0,0
Honduras,1998,Storm,14600,2112000,3793600
Honduras,1999,Flood,34,503001,1500
Honduras,2000,Drought,0,1125,0
Honduras,2000,Wildfire,0,0,0
Honduras,2001,Drought,0,195000,0
Honduras,2001,Storm,21,86321,5000
Honduras,2002,Drought,0,220000,0
Honduras,2002,Flood,10,2689,100000
Honduras,2003,Flood,10,3105,20000
Honduras,2004,Drought,0,137500,0
Honduras,2005,Flood,8,800,0
Honduras,2005,Storm,53,103869,115500
Honduras,2006,Flood,4,1500,8000
Honduras,2007,Flood,6,15500,0
Honduras,2007,Storm,1,19500,6579
Honduras,2008,Flood,67,313357,0
Honduras,2008,Storm,0,0,0
Honduras,2009,Drought,0,45000,0
Honduras,2010,Flood,122,5010,0
Honduras,2010,Storm,22,24675,90000
Honduras,2011,Flood,33,69798,0
Honduras,2012,Drought,0,125000,0
Honduras,2014,Drought,0,2023000,0
Honduras,2014,Flood,4,23000,1400
Honduras,2016,Flood,6,450000,0
Honduras,2016,Storm,1,151,0
Honduras,2017,Flood,18,48020,0
Honduras,2017,Storm,3,120,0
Honduras,2018,Drought,0,360000,0
Honduras,2018,Flood,6,6948,0
Honduras,2020,Flood,3,17700,0
Honduras,2020,Storm,129,5145784,0
Honduras,2021,Wildfire,0,2503,0
Honduras,2022,Flood,9,78457,0
Honduras,2022,Storm,5,144000,0
Honduras,2023,Drought,0,10300,0
Honduras,2023,Storm,5,46658,0
Honduras,2024,Storm,3,129216,0
Hungary,1992,Drought,0,0,384000
Hungary,1996,Flood,0,200,0
Hungary,1997,Flood,0,0,10000
Hungary,1999,Flood,10,133495,293400
Hungary,1999,Storm,40,0,0
Hungary,2000,Flood,1,2000,55000
Hungary,2001,Extreme temperature,81,0,0
Hungary,2001,Flood,0,10000,5000
Hungary,2002,Flood,0,1430,30000
Hungary,2003,Drought,0,0,100000
Hungary,2004,Flood,0,393,0
Hungary,2005,Extreme temperature,48,0,0
Hungary,2005,Flood,0,0,48000
Hungary,2005,Storm,4,0,0
Hungary,2006,Flood,0,32000,0
Hungary,2006,Storm,5,300,10000
Hungary,2007,Extreme temperature,500,0,0
Hungary,2008,Extreme temperature,17,500,0
Hungary,2010,Flood,1,2000,440000
Hungary,2012,Extreme temperature,16,0,0
Hungary,2013,Flood,0,48565,0
Hungary,2013,Storm,0,14000,0
Hungary,2014,Flood,0,6500,0
Hungary,2016,Flood,0,2282,0
Hungary,2017,Storm,0,1298,0
Hungary,2018,Extreme temperature,179,0,0
Hungary,2019,Storm,0,150000,0
Hungary,2022,Extreme temperature,513,0,0
Hungary,2023,Extreme temperature,294,0,0
Iceland,2023,Extreme temperature,0,0,0
Ireland,1990,Storm,2,0,110000
Ireland,1991,Storm,0,0,4000
Ireland,1993,Flood,3,3500,38000
Ireland,1996,Storm,2,0,1000
Ireland,1998,Storm,2,0,50
Ireland,1999,Storm,8,290,100000
Ireland,2000,Storm,1,0,100000
Ireland,2002,Flood,0,300,0
Ireland,2004,Storm,0,200,0
Ireland,2005,Storm,0,0,0
Ireland,2009,Flood,0,0,0
Ireland,2011,Flood,2,600,325000
Ireland,2014,Storm,1,0,0
Ireland,2015,Storm,1,0,0
Ireland,2017,Flood,0,300,0
Ireland,2018,Storm,2,0,0
Ireland,2021,Storm,0,0,0
Ireland,2022,Extreme temperature,26,0,0
Ireland,2022,Storm,1,0,0
Ireland,2023,Extreme temperature,60,0,0
Ireland,2024,Storm,0,0,0
Italy,1990,Storm,6,0,20000
Italy,1990,Wildfire,0,0,1585000
Italy,1992,Flood,5,3530,697300
Italy,1993,Storm,9,1500,625000
Italy,1994,Flood,68,17300,9300000
Italy,1994,Storm,3,100,0
Italy,1994,Wildfire,1,300,0
Italy,1996,Flood,19,500,32000
Italy,1997,Drought,0,0,800000
Italy,1997,Storm,22,0,0
Italy,1998,Extreme temperature,10,0,0
Italy,1999,Wildfire,0,0,0
Italy,2000,Flood,44,50322,8050000
Italy,2001,Flood,2,0,100000
Italy,2001,Storm,0,0,175000
Italy,2002,Drought,0,0,0
Italy,2002,Flood,2,10020,646000
Italy,2003,Extreme temperature,20089,0,4400000
Italy,2003,Flood,3,1350,805000
Italy,2004,Storm,2,200,0
Italy,2005,Extreme temperature,9,0,0
Italy,2006,Storm,1,0,0
Italy,2007,Extreme temperature,6,0,0
Italy,2007,Wildfire,11,0,0
Italy,2008,Flood,9,300,278000
Italy,2009,Extreme temperature,0,0,0
Italy,2009,Flood,35,5140,20000
Italy,2009,Storm,3,0,0
Italy,2009,Wildfire,2,0,115000
Italy,2010,Extreme temperature,0,0,0
Italy,2010,Flood,0,300,0
Italy,2010,Storm,3,5,872000
Italy,2011,Extreme temperature,10,0,0
Italy,2011,Flood,16,0,545000
Italy,2012,Drought,0,0,1190000
Italy,2012,Extreme temperature,45,0,132601
Italy,2012,Flood,4,1200,15000
Italy,2013,Flood,18,2700,780000
Italy,2014,Flood,10,9691,837000
Italy,2014,Storm,5,0,250000
Italy,2015,Flood,6,550,274000
Italy,2015,Storm,3,0,869000
Italy,2016,Flood,2,400,100000
Italy,2017,Drought,0,0,2300000
Italy,2017,Flood,0,1000,125000
Italy,2017,Storm,13,1000,219500
Italy,2018,Extreme temperature,1,0,0
Italy,2018,Flood,10,23,0
Italy,2018,Storm,12,2200,1100000
Italy,2019,Extreme temperature,3,0,0
Italy,2019,Flood,0,1200,0
Italy,2019,Storm,2,212,0
Italy,2020,Flood,5,903,70000
Italy,2020,Storm,11,1014,60000
Italy,2021,Flood,1,0,0
Italy,2021,Wildfire,0,11600,59000
Italy,2022,Drought,0,0,0
Italy,2022,Extreme temperature,18010,0,0
Italy,2022,Flood,12,33,0
Italy,2022,Storm,2,65,0
Italy,2023,Drought,0,0,0
Italy,2023,Extreme temperature,12743,0,0
Italy,2023,Flood,17,46500,9750000
Italy,2023,Storm,10,1310,100000
Italy,2024,Storm,4,1003,0
Italy,2025,Flood,0,250,0
Italy,2025,Storm,0,0,0
Jamaica,1991,Flood,15,551340,30000
Jamaica,1993,Flood,9,4372,11000
Jamaica,1994,Storm,4,0,1000
Jamaica,1996,Storm,0,800,3000
Jamaica,2000,Drought,0,0,6000
Jamaica,2001,Storm,1,200,55487
Jamaica,2002,Flood,9,25000,20000
Jamaica,2002,Storm,4,1500,1030
Jamaica,2004,Storm,16,350126,895000
Jamaica,2005,Storm,6,10396,34500
Jamaica,2006,Flood,1,5000,0
Jamaica,2007,Storm,5,33188,300000
Jamaica,2008,Storm,13,4000,66198
Jamaica,2010,Storm,15,2506,150000
Jamaica,2012,Storm,1,215850,16542
Jamaica,2014,Drought,0,91545,10000
Jamaica,2016,Storm,0,125000,0
Jamaica,2017,Storm,0,5000,0
Jamaica,2024,Storm,5,160060,1008000
Latvia,1999,Storm,6,0,500
Latvia,2001,Extreme temperature,21,0,0
Latvia,2003,Extreme temperature,15,0,0
Latvia,2005,Storm,0,0,325000
Latvia,2006,Extreme temperature,40,0,0
Latvia,2012,Extreme temperature,10,0,0
Latvia,2018,Wildfire,0,0,0
Latvia,2022,Extreme temperature,105,0,0
Latvia,2023,Extreme temperature,58,0,0
Latvia,2023,Flood,0,200,0
Liechtenstein,2023,Extreme temperature,1,0,0
Lithuania,1992,Drought,0,0,52900
Lithuania,1993,Storm,6,780000,4600
Lithuania,1999,Extreme temperature,32,0,0
Lithuania,1999,Storm,2,0,500
Lithuania,2001,Extreme temperature,20,0,0
Lithuania,2005,Flood,0,0,0
Lithuania,2005,Storm,0,0,30000
Lithuania,2006,Drought,0,0,225573
Lithuania,2010,Extreme temperature,5,0,0
Lithuania,2010,Flood,4,0,0
Lithuania,2012,Extreme temperature,30,0,0
Lithuania,2018,Drought,0,0,0
Lithuania,2018,Extreme temperature,5,0,0
Lithuania,2022,Extreme temperature,381,0,0
Lithuania,2023,Extreme temperature,247,0,0
Luxembourg,1990,Storm,0,0,370000
Luxembourg,1993,Flood,0,0,10000
Luxembourg,1995,Storm,0,0,10000
Luxembourg,2003,Extreme temperature,170,0,0
Luxembourg,2010,Storm,0,0,31000
Luxembourg,2019,Storm,0,1519,0
Luxembourg,2021,Flood,0,0,0
Luxembourg,2022,Extreme temperature,44,0,0
Luxembourg,2023,Extreme temperature,33,0,0
Malta,2022,Extreme temperature,76,0,0
Malta,2023,Extreme temperature,70,0,0
Martinique,1990,Storm,8,1500,0
Martinique,1993,Storm,2,3010,0
Martinique,1995,Storm,0,0,160000
Martinique,1996,Storm,0,0,10
Martinique,1999,Storm,0,600,0
Martinique,2007,Storm,1,6,300000
Martinique,2011,Storm,1,0,0
Martinique,2017,Storm,0,2,44000
Mexico,1990,Extreme temperature,380,0,0
Mexico,1990,Flood,45,17900,44000
Mexico,1990,Storm,38,0,90700
Mexico,1991,Flood,23,44000,2000
Mexico,1991,Storm,13,10000,0
Mexico,1992,Extreme temperature,80,16000,78000
Mexico,1992,Storm,3,10000,3000
Mexico,1993,Flood,65,261290,95400
Mexico,1993,Storm,38,77000,1672500
Mexico,1995,Drought,0,0,100000
Mexico,1995,Extreme temperature,49,0,0
Mexico,1995,Storm,170,66800,2424700
Mexico,1996,Drought,0,0,1200000
Mexico,1996,Flood,0,9000,0
Mexico,1996,Storm,16,19830,10
Mexico,1997,Extreme temperature,292,0,4000
Mexico,1997,Storm,242,804755,447800
